operator,name_from,name_to,distance,price1,price2,price3
AREA,SAINT PIERRE D'ALBIGNY,CROLLES BARRIERE,54.00,6.80,10.40,14.80
AREA,SAINT PIERRE D'ALBIGNY,CROLLES BRIGNOUD,41.00,6.10,9.00,10.30
AREA,SAINT PIERRE D'ALBIGNY,LE TOUVET,30.00,3.80,5.80,8.30
AREA,SAINT PIERRE D'ALBIGNY,MONTMELIAN,11.00,1.40,2.00,2.50
AREA,SAINT PIERRE D'ALBIGNY,PONTCHARRA,21.00,2.70,4.10,6.10
AREA,SEYNOD SUD,AIGUEBELETTE,44.00,6.20,9.60,13.40
AREA,SEYNOD SUD,AIX NORD,20.00,2.50,3.70,5.60
AREA,SEYNOD SUD,AIX SUD,27.00,3.30,4.90,6.90
AREA,SEYNOD SUD,ALLONZIER,18.00,2.20,3.50,4.80
AREA,SEYNOD SUD,ANNECY CENTRE,6.00,0.80,1.20,1.60
AREA,SEYNOD SUD,ANNECY NORD,11.00,1.40,2.10,3.20
AREA,SEYNOD SUD,BOURGOIN,85.00,11.20,17.20,24.50
AREA,SEYNOD SUD,CHAMBERY NORD,34.00,4.50,6.90,9.90
AREA,SEYNOD SUD,CHATUZANGE BARRIERE,192.00,23.00,35.10,48.90
AREA,SEYNOD SUD,ISLE D'ABEAU CENTRE,91.00,11.80,18.10,26.10
AREA,SEYNOD SUD,LA BAUME D'HOSTUN,171.00,19.20,30.00,42.60
AREA,SEYNOD SUD,LA TOUR DU PIN,76.00,10.20,15.50,22.10
AREA,SEYNOD SUD,LES ABRETS,61.00,9.10,13.30,19.20
AREA,SEYNOD SUD,MOIRANS NORD,121.00,13.60,21.10,30.60
AREA,SEYNOD SUD,RIVES,106.00,12.00,18.70,27.00
AREA,SEYNOD SUD,RUMILLY,7.00,0.90,1.30,1.80
AREA,SEYNOD SUD,SAINT GENIX SUR GUIERS,57.00,7.50,11.80,17.10
AREA,SEYNOD SUD,SAINT MARCELLIN,158.00,17.80,27.30,39.30
AREA,SEYNOD SUD,ST MARTIN BELLEVUE A410,43.00,5.40,8.40,12.20
AREA,SEYNOD SUD,ST QUENTIN FAL. BARRIERE,122.00,16.40,25.00,36.50
AREA,SEYNOD SUD,ST QUENTIN FAL. BRETELLE,101.00,13.00,20.10,29.70
AREA,SEYNOD SUD,TULLINS,134.00,15.50,23.30,33.30
AREA,SEYNOD SUD,VILLEFONTAINE,97.00,12.40,18.70,27.20
AREA,SEYNOD SUD,VINAY,148.00,16.50,25.40,36.20
AREA,SEYNOD SUD,VOIRON,117.00,12.90,19.90,28.90
AREA,SEYNOD SUD,VOREPPE BARRIERE,141.00,16.20,24.30,35.00
AREA,ST MARTIN BELLEVUE A410,AIGUEBELETTE,87.00,11.70,17.80,25.10
AREA,ST MARTIN BELLEVUE A410,AIX NORD,63.00,7.70,11.40,16.60
AREA,ST MARTIN BELLEVUE A410,AIX SUD,70.00,8.40,12.90,18.10
AREA,ST MARTIN BELLEVUE A410,ANNECY CENTRE,37.00,5.10,7.80,11.80
AREA,ST MARTIN BELLEVUE A410,ANNECY NORD,32.00,4.90,7.10,10.80
AREA,ST MARTIN BELLEVUE A410,BOURGOIN,128.00,16.70,25.20,35.30
AREA,ST MARTIN BELLEVUE A410,CHAMBERY NORD,77.00,10.70,16.40,22.90
AREA,ST MARTIN BELLEVUE A410,CHATUZANGE BARRIERE,230.00,30.00,44.80,61.20
AREA,ST MARTIN BELLEVUE A410,ISLE D'ABEAU CENTRE,134.00,17.50,27.30,39.00
AREA,ST MARTIN BELLEVUE A410,LA BAUME D'HOSTUN,214.00,24.60,38.40,54.20
AREA,ST MARTIN BELLEVUE A410,LA TOUR DU PIN,119.00,15.80,24.40,34.60
AREA,ST MARTIN BELLEVUE A410,LES ABRETS,104.00,14.80,21.60,31.80
AREA,ST MARTIN BELLEVUE A410,MOIRANS NORD,164.00,19.00,29.00,42.20
AREA,ST MARTIN BELLEVUE A410,RIVES,149.00,17.90,27.40,39.00
AREA,ST MARTIN BELLEVUE A410,RUMILLY,50.00,6.40,9.90,14.20
AREA,ST MARTIN BELLEVUE A410,SAINT GENIX SUR GUIERS,100.00,14.00,20.90,29.90
AREA,ST MARTIN BELLEVUE A410,SAINT MARCELLIN,201.00,23.10,35.30,50.50
AREA,ST MARTIN BELLEVUE A410,SEYNOD SUD,43.00,5.40,8.40,12.20
AREA,ST MARTIN BELLEVUE A410,ST QUENTIN FAL. BARRIERE,165.00,22.50,34.90,50.20
AREA,ST MARTIN BELLEVUE A410,ST QUENTIN FAL. BRETELLE,144.00,19.40,29.70,43.50
AREA,ST MARTIN BELLEVUE A410,TULLINS,177.00,20.10,30.50,43.50
AREA,ST MARTIN BELLEVUE A410,VILLEFONTAINE,140.00,18.20,27.90,40.10
AREA,ST MARTIN BELLEVUE A410,VINAY,191.00,21.10,32.70,46.70
AREA,ST MARTIN BELLEVUE A410,VOIRON,160.00,18.50,28.00,39.90
AREA,ST MARTIN BELLEVUE A410,VOREPPE BARRIERE,184.00,21.80,32.80,46.50
AREA,ST QUENTIN FAL. BARRIERE,AIGUEBELETTE,78.00,11.00,16.30,23.10
AREA,ST QUENTIN FAL. BARRIERE,AIX NORD,102.00,14.40,22.10,32.80
AREA,ST QUENTIN FAL. BARRIERE,AIX SUD,95.00,14.10,21.30,31.80
AREA,ST QUENTIN FAL. BARRIERE,ALLONZIER,140.00,18.60,28.70,41.30
AREA,ST QUENTIN FAL. BARRIERE,ANNECY CENTRE,128.00,17.70,27.30,39.70
AREA,ST QUENTIN FAL. BARRIERE,ANNECY NORD,133.00,18.40,27.70,40.60
AREA,ST QUENTIN FAL. BARRIERE,BOURGOIN,37.00,4.60,7.00,9.40
AREA,ST QUENTIN FAL. BARRIERE,CHAMBERY NORD,88.00,13.40,21.20,31.40
AREA,ST QUENTIN FAL. BARRIERE,CHATUZANGE BARRIERE,146.00,19.00,28.90,41.00
AREA,ST QUENTIN FAL. BARRIERE,ISLE D'ABEAU CENTRE,31.00,3.70,6.00,8.40
AREA,ST QUENTIN FAL. BARRIERE,LA BAUME D'HOSTUN,130.00,16.20,25.00,35.80
AREA,ST QUENTIN FAL. BARRIERE,LA TOUR DU PIN,46.00,6.60,10.80,15.30
AREA,ST QUENTIN FAL. BARRIERE,LA TOUR DU PIN EST,49.00,6.90,11.00,16.00
AREA,ST QUENTIN FAL. BARRIERE,LES ABRETS,61.00,8.50,13.20,19.90
AREA,ST QUENTIN FAL. BARRIERE,MOIRANS NORD,80.00,11.40,18.10,25.60
AREA,ST QUENTIN FAL. BARRIERE,RIVES,65.00,9.30,14.40,20.70
AREA,ST QUENTIN FAL. BARRIERE,RUMILLY,115.00,15.30,23.80,35.30
AREA,ST QUENTIN FAL. BARRIERE,SAINT GENIX SUR GUIERS,65.00,9.20,13.70,20.40
AREA,ST QUENTIN FAL. BARRIERE,SAINT MARCELLIN,117.00,14.90,22.50,32.20
AREA,ST QUENTIN FAL. BARRIERE,SEYNOD SUD,122.00,16.40,25.00,36.50
AREA,ST QUENTIN FAL. BARRIERE,ST MARTIN BELLEVUE A410,165.00,22.50,34.90,50.20
AREA,ST QUENTIN FAL. BARRIERE,TULLINS,93.00,11.80,18.00,25.70
AREA,ST QUENTIN FAL. BARRIERE,VILLEFONTAINE,25.00,3.00,4.70,6.50
AREA,ST QUENTIN FAL. BARRIERE,VINAY,107.00,13.60,20.50,29.50
AREA,ST QUENTIN FAL. BARRIERE,VOIRON,76.00,10.90,16.10,22.90
AREA,ST QUENTIN FAL. BARRIERE,VOREPPE BARRIERE,100.00,13.70,21.70,30.30
AREA,ST QUENTIN FAL. BRETELLE,AIGUEBELETTE,57.00,7.40,11.40,16.70
AREA,ST QUENTIN FAL. BRETELLE,AIX NORD,81.00,10.90,17.00,25.10
AREA,ST QUENTIN FAL. BRETELLE,AIX SUD,74.00,10.50,16.50,23.90
AREA,ST QUENTIN FAL. BRETELLE,ALLONZIER,119.00,15.70,24.00,35.50
AREA,ST QUENTIN FAL. BRETELLE,ANNECY CENTRE,107.00,14.10,22.10,32.50
AREA,ST QUENTIN FAL. BRETELLE,ANNECY NORD,112.00,14.80,23.00,33.50
AREA,ST QUENTIN FAL. BRETELLE,BOURGOIN,16.00,1.80,3.20,4.90
AREA,ST QUENTIN FAL. BRETELLE,CHAMBERY NORD,67.00,10.40,16.30,23.80
AREA,ST QUENTIN FAL. BRETELLE,CHATUZANGE BARRIERE,125.00,16.70,25.30,36.70
AREA,ST QUENTIN FAL. BRETELLE,ISLE D'ABEAU CENTRE,10.00,1.10,1.80,3.40
AREA,ST QUENTIN FAL. BRETELLE,LA BAUME D'HOSTUN,109.00,13.50,21.00,30.10
AREA,ST QUENTIN FAL. BRETELLE,LA TOUR DU PIN,25.00,3.80,6.10,8.80
AREA,ST QUENTIN FAL. BRETELLE,LA TOUR DU PIN EST,28.00,4.00,6.60,9.30
AREA,ST QUENTIN FAL. BRETELLE,LES ABRETS,40.00,5.70,8.10,12.40
AREA,ST QUENTIN FAL. BRETELLE,MOIRANS NORD,59.00,8.60,13.20,19.40
AREA,ST QUENTIN FAL. BRETELLE,RIVES,44.00,6.40,9.20,13.40
AREA,ST QUENTIN FAL. BRETELLE,RUMILLY,94.00,12.10,18.90,27.90
AREA,ST QUENTIN FAL. BRETELLE,SAINT GENIX SUR GUIERS,44.00,6.20,9.10,12.90
AREA,ST QUENTIN FAL. BRETELLE,SAINT MARCELLIN,96.00,11.90,18.50,26.50
AREA,ST QUENTIN FAL. BRETELLE,SEYNOD SUD,101.00,13.00,20.10,29.70
AREA,ST QUENTIN FAL. BRETELLE,ST MARTIN BELLEVUE A410,144.00,19.40,29.70,43.50
AREA,ST QUENTIN FAL. BRETELLE,TULLINS,72.00,9.00,14.00,20.20
AREA,ST QUENTIN FAL. BRETELLE,VILLEFONTAINE,4.00,0.50,0.70,1.10
AREA,ST QUENTIN FAL. BRETELLE,VINAY,86.00,10.50,16.70,23.80
AREA,ST QUENTIN FAL. BRETELLE,VOIRON,55.00,7.20,11.00,15.80
AREA,ST QUENTIN FAL. BRETELLE,VOREPPE BARRIERE,79.00,11.00,17.00,24.50
AREA,STE HELENE BARRIERE,AITON,17.00,2.00,3.20,5.10
AREA,STE HELENE BARRIERE,CHIGNIN BARRIERE,44.00,6.10,10.10,14.00
AREA,STE HELENE BARRIERE,CHIGNIN LES MARCHES,38.00,4.40,7.20,10.00
AREA,STE HELENE BARRIERE,CROLLES BARRIERE,74.00,10.50,15.30,21.70
AREA,STE HELENE BARRIERE,CROLLES BRIGNOUD,61.00,9.60,13.50,17.10
AREA,STE HELENE BARRIERE,LE TOUVET,50.00,6.70,9.90,14.10
AREA,STE HELENE BARRIERE,MONTMELIAN,31.00,3.70,6.10,7.70
AREA,STE HELENE BARRIERE,PONTCHARRA,41.00,6.20,8.40,12.10
AREA,TULLINS,AIGUEBELETTE,90.00,10.40,15.50,22.30
AREA,TULLINS,AIX NORD,114.00,12.90,20.20,28.60
AREA,TULLINS,AIX SUD,107.00,12.60,19.50,28.00
AREA,TULLINS,ALLONZIER,152.00,17.20,26.10,37.30
AREA,TULLINS,ANNECY CENTRE,140.00,16.30,24.60,35.30
AREA,TULLINS,ANNECY NORD,145.00,16.60,25.60,35.90
AREA,TULLINS,BOURGOIN,56.00,7.10,10.80,15.20
AREA,TULLINS,CHAMBERY NORD,100.00,12.20,18.40,26.80
AREA,TULLINS,CHATUZANGE BARRIERE,53.00,7.50,11.40,16.50
AREA,TULLINS,ISLE D'ABEAU CENTRE,62.00,7.80,11.90,17.70
AREA,TULLINS,LA BAUME D'HOSTUN,37.00,4.70,7.60,11.30
AREA,TULLINS,LA TOUR DU PIN,58.00,7.30,10.90,15.50
AREA,TULLINS,LA TOUR DU PIN EST,61.00,7.70,11.40,16.60
AREA,TULLINS,LES ABRETS,73.00,8.90,13.00,19.20
AREA,TULLINS,MOIRANS,13.00,1.40,2.20,3.60
AREA,TULLINS,RIVES,28.00,3.60,5.60,7.80
AREA,TULLINS,RUMILLY,127.00,14.50,22.20,31.80
AREA,TULLINS,SAINT GENIX SUR GUIERS,77.00,9.70,15.20,21.70
AREA,TULLINS,SAINT MARCELLIN,24.00,3.00,4.70,7.20
AREA,TULLINS,SEYNOD SUD,134.00,15.50,23.30,33.30
AREA,TULLINS,ST MARTIN BELLEVUE A410,177.00,20.10,30.50,43.50
AREA,TULLINS,ST QUENTIN FAL. BARRIERE,93.00,11.80,18.00,25.70
AREA,TULLINS,ST QUENTIN FAL. BRETELLE,72.00,9.00,14.00,20.20
AREA,TULLINS,VILLEFONTAINE,68.00,8.50,13.10,19.30
AREA,TULLINS,VINAY,14.00,1.80,2.50,4.20
AREA,TULLINS,VOIRON,17.00,2.20,3.40,4.80
AREA,TULLINS,VOREPPE BARRIERE,26.00,2.70,4.00,6.00
AREA,VILLEFONTAINE,AIGUEBELETTE,53.00,6.90,10.50,15.20
AREA,VILLEFONTAINE,AIX NORD,77.00,10.40,15.30,23.00
AREA,VILLEFONTAINE,AIX SUD,70.00,9.80,14.70,21.60
AREA,VILLEFONTAINE,ALLONZIER,115.00,14.90,22.80,33.00
AREA,VILLEFONTAINE,ANNECY CENTRE,103.00,13.50,20.10,29.00
AREA,VILLEFONTAINE,ANNECY NORD,108.00,14.10,21.10,31.40
AREA,VILLEFONTAINE,BOURGOIN,12.00,1.40,2.30,3.60
AREA,VILLEFONTAINE,CHAMBERY NORD,63.00,9.70,14.20,20.70
AREA,VILLEFONTAINE,CHATUZANGE BARRIERE,121.00,15.70,24.30,35.30
AREA,VILLEFONTAINE,ISLE D'ABEAU CENTRE,6.00,0.70,1.00,1.50
AREA,VILLEFONTAINE,LA BAUME D'HOSTUN,105.00,13.00,20.20,29.10
AREA,VILLEFONTAINE,LA TOUR DU PIN,21.00,3.00,4.40,6.70
AREA,VILLEFONTAINE,LA TOUR DU PIN EST,24.00,3.30,5.00,7.40
AREA,VILLEFONTAINE,LES ABRETS,36.00,4.90,7.10,10.80
AREA,VILLEFONTAINE,MOIRANS NORD,55.00,7.50,10.70,16.60
AREA,VILLEFONTAINE,RIVES,40.00,5.60,7.90,11.80
AREA,VILLEFONTAINE,RUMILLY,90.00,11.60,17.70,25.40
AREA,VILLEFONTAINE,SAINT GENIX SUR GUIERS,40.00,5.70,8.00,11.50
AREA,VILLEFONTAINE,SAINT MARCELLIN,92.00,11.50,17.80,25.30
AREA,VILLEFONTAINE,SEYNOD SUD,97.00,12.40,18.70,27.20
AREA,VILLEFONTAINE,ST MARTIN BELLEVUE A410,140.00,18.20,27.90,40.10
AREA,VILLEFONTAINE,ST QUENTIN FAL. BARRIERE,25.00,3.00,4.70,6.50
AREA,VILLEFONTAINE,ST QUENTIN FAL. BRETELLE,4.00,0.50,0.70,1.10
AREA,VILLEFONTAINE,TULLINS,68.00,8.50,13.10,19.30
AREA,VILLEFONTAINE,VINAY,82.00,10.20,15.80,22.40
AREA,VILLEFONTAINE,VOIRON,51.00,6.60,10.00,14.70
AREA,VILLEFONTAINE,VOREPPE BARRIERE,75.00,9.70,14.80,21.00
AREA,VINAY,AIGUEBELETTE,104.00,11.90,18.00,26.10
AREA,VINAY,AIX NORD,128.00,14.60,23.00,32.30
AREA,VINAY,AIX SUD,121.00,14.10,22.10,31.40
AREA,VINAY,ALLONZIER,166.00,18.60,28.60,40.80
AREA,VINAY,ANNECY CENTRE,154.00,17.30,27.10,38.50
AREA,VINAY,ANNECY NORD,159.00,18.00,28.10,39.30
AREA,VINAY,BOURGOIN,70.00,8.80,13.40,19.00
AREA,VINAY,CHAMBERY NORD,114.00,13.80,20.70,30.40
AREA,VINAY,CHATUZANGE BARRIERE,39.00,5.50,8.40,12.20
AREA,VINAY,ISLE D'ABEAU CENTRE,76.00,9.60,14.50,21.00
AREA,VINAY,LA BAUME D'HOSTUN,24.00,2.80,4.90,6.90
AREA,VINAY,LA TOUR DU PIN,72.00,9.00,13.60,19.40
AREA,VINAY,LA TOUR DU PIN EST,75.00,9.00,13.80,20.20
AREA,VINAY,LES ABRETS,87.00,10.00,15.40,21.50
AREA,VINAY,MOIRANS,27.00,3.20,5.00,7.10
AREA,VINAY,RIVES,42.00,5.40,7.80,11.30
AREA,VINAY,RUMILLY,141.00,16.20,24.80,35.10
AREA,VINAY,SAINT GENIX SUR GUIERS,91.00,11.30,18.00,25.70
AREA,VINAY,SAINT MARCELLIN,11.00,1.30,2.10,3.10
AREA,VINAY,SEYNOD SUD,148.00,16.50,25.40,36.20
AREA,VINAY,ST MARTIN BELLEVUE A410,191.00,21.10,32.70,46.70
AREA,VINAY,ST QUENTIN FAL. BARRIERE,107.00,13.60,20.50,29.50
AREA,VINAY,ST QUENTIN FAL. BRETELLE,86.00,10.50,16.70,23.80
AREA,VINAY,TULLINS,14.00,1.80,2.50,4.20
AREA,VINAY,VILLEFONTAINE,82.00,10.20,15.80,22.40
AREA,VINAY,VOIRON,31.00,4.00,6.10,8.60
AREA,VINAY,VOREPPE BARRIERE,40.00,4.60,6.70,9.50
AREA,VOIRON,AIGUEBELETTE,73.00,8.70,12.50,18.20
AREA,VOIRON,AIX NORD,97.00,11.10,17.10,24.40
AREA,VOIRON,AIX SUD,90.00,10.50,16.40,23.50
AREA,VOIRON,ALLONZIER,135.00,15.00,23.40,33.20
AREA,VOIRON,ANNECY CENTRE,123.00,13.80,21.30,31.00
AREA,VOIRON,ANNECY NORD,128.00,14.40,21.90,31.40
AREA,VOIRON,BOURGOIN,39.00,4.40,7.20,10.30
AREA,VOIRON,CHAMBERY NORD,83.00,10.50,16.10,22.90
AREA,VOIRON,CHATUZANGE BARRIERE,70.00,11.00,16.20,22.00
AREA,VOIRON,ISLE D'ABEAU CENTRE,45.00,6.40,9.20,13.40
AREA,VOIRON,LA BAUME D'HOSTUN,54.00,6.80,10.60,14.80
AREA,VOIRON,LA TOUR DU PIN,41.00,5.60,8.00,11.50
AREA,VOIRON,LA TOUR DU PIN EST,44.00,5.90,8.50,12.30
AREA,VOIRON,LES ABRETS,56.00,6.50,10.00,14.50
AREA,VOIRON,MOIRANS NORD,4.00,0.40,0.70,1.10
AREA,VOIRON,RIVES,11.00,1.20,2.00,3.70
AREA,VOIRON,RUMILLY,110.00,12.30,19.40,27.50
AREA,VOIRON,SAINT GENIX SUR GUIERS,60.00,7.50,11.70,17.40
AREA,VOIRON,SAINT MARCELLIN,41.00,5.50,8.00,11.50
AREA,VOIRON,SEYNOD SUD,117.00,12.90,19.90,28.90
AREA,VOIRON,ST MARTIN BELLEVUE A410,160.00,18.50,28.00,39.90
AREA,VOIRON,ST QUENTIN FAL. BARRIERE,76.00,10.90,16.10,22.90
AREA,VOIRON,ST QUENTIN FAL. BRETELLE,55.00,7.20,11.00,15.80
AREA,VOIRON,TULLINS,17.00,2.20,3.40,4.80
AREA,VOIRON,VILLEFONTAINE,51.00,6.60,10.00,14.70
AREA,VOIRON,VINAY,31.00,4.00,6.10,8.60
AREA,VOIRON,VOREPPE BARRIERE,24.00,2.50,3.20,5.60
AREA,VOREPPE BARRIERE,AIGUEBELETTE,97.00,10.70,16.60,23.30
AREA,VOREPPE BARRIERE,AIX NORD,121.00,13.60,21.60,30.80
AREA,VOREPPE BARRIERE,AIX SUD,114.00,13.20,20.60,29.20
AREA,VOREPPE BARRIERE,ALLONZIER,159.00,18.20,27.80,39.00
AREA,VOREPPE BARRIERE,ANNECY CENTRE,147.00,17.20,27.00,37.70
AREA,VOREPPE BARRIERE,ANNECY NORD,152.00,17.40,27.20,38.10
AREA,VOREPPE BARRIERE,BOURGOIN,63.00,7.20,10.90,15.50
AREA,VOREPPE BARRIERE,CHAMBERY NORD,107.00,13.30,19.60,28.50
AREA,VOREPPE BARRIERE,CHATUZANGE BARRIERE,79.00,11.30,17.90,25.10
AREA,VOREPPE BARRIERE,ISLE D'ABEAU CENTRE,69.00,9.30,13.60,19.40
AREA,VOREPPE BARRIERE,LA BAUME D'HOSTUN,63.00,7.40,11.70,16.90
AREA,VOREPPE BARRIERE,LA TOUR DU PIN,65.00,8.30,12.50,17.60
AREA,VOREPPE BARRIERE,LA TOUR DU PIN EST,68.00,8.60,13.00,18.30
AREA,VOREPPE BARRIERE,LES ABRETS,80.00,9.60,15.00,21.00
AREA,VOREPPE BARRIERE,MOIRANS,19.00,1.90,2.60,4.50
AREA,VOREPPE BARRIERE,RIVES,35.00,3.90,5.70,8.20
AREA,VOREPPE BARRIERE,RUMILLY,134.00,15.40,23.80,33.50
AREA,VOREPPE BARRIERE,SAINT GENIX SUR GUIERS,84.00,10.40,16.30,23.20
AREA,VOREPPE BARRIERE,SAINT MARCELLIN,50.00,6.20,8.90,12.90
AREA,VOREPPE BARRIERE,SEYNOD SUD,141.00,16.20,24.30,35.00
AREA,VOREPPE BARRIERE,ST MARTIN BELLEVUE A410,184.00,21.80,32.80,46.50
AREA,VOREPPE BARRIERE,ST QUENTIN FAL. BARRIERE,100.00,13.70,21.70,30.30
AREA,VOREPPE BARRIERE,ST QUENTIN FAL. BRETELLE,79.00,11.00,17.00,24.50
AREA,VOREPPE BARRIERE,TULLINS,26.00,2.70,4.00,6.00
AREA,VOREPPE BARRIERE,VILLEFONTAINE,75.00,9.70,14.80,21.00
AREA,VOREPPE BARRIERE,VINAY,40.00,4.60,6.70,9.50
AREA,VOREPPE BARRIERE,VOIRON,24.00,2.50,3.20,5.60
