operator,name_from,name_to,distance,price1,price2,price3,price4,price5,source
SAPN,TOUTAINVILLE N°27,BOURNEVILLE N°26,,4.10,,,,,official-2026
SAPN,TOUTAINVILLE N°27,CHAUFOUR N°15 à GAILLON N°17,,8.60,,,,,official-2026
SAPN,TOUTAINVILLE N°27,CRIQUEBEUF N°20 à MAISON-BRÛLEE N°24 / ROUEN LES ESSARTS (A139),,4.10,,,,,official-2026
SAPN,TOUTAINVILLE N°27,HEUDEBOUVILLE N°18,,6.60,,,,,official-2026
SAPN,TOUTAINVILLE N°27,INCARVILLE N°19 / A154,,6.50,,,,,official-2026
SAPN,TOUTAINVILLE N°27,POISSY / ORGEVAL N°7 à MANTES-SUD N°12,,11.60,,,,,official-2026
SAPN,TROARN N°31,BEUZEVILLE N°28,,6.10,,,,,official-2026
SAPN,TROARN N°31,BOURG-ACHARD N°25,,10.50,,,,,official-2026
SAPN,TROARN N°31,BOURNEVILLE N°26,,10.50,,,,,official-2026
SAPN,TROARN N°31,CAEN,,0.90,,,,,official-2026
SAPN,TROARN N°31,CAGNY (A813),,0.90,,,,,official-2026
SAPN,TROARN N°31,CHAUFOUR N°15 à GAILLON N°17,,15.00,,,,,official-2026
SAPN,TROARN N°31,CHENARD N°1 (A29),,5.70,,,,,official-2026
SAPN,TROARN N°31,CRIQUEBEUF N°20 à MAISON-BRÛLEE N°24 / ROUEN LES ESSARTS (A139),,10.50,,,,,official-2026
SAPN,TROARN N°31,DOZULÉ N°30,,2.20,,,,,official-2026
SAPN,TROARN N°31,HEUDEBOUVILLE N°18,,13.00,,,,,official-2026
SAPN,TROARN N°31,INCARVILLE N°19 / A154,,12.90,,,,,official-2026
SAPN,TROARN N°31,LA RIVIÈRE-SAINT-SAUVEUR N°3 (A29),,5.70,,,,,official-2026
SAPN,TROARN N°31,POISSY / ORGEVAL N°7 à MANTES-SUD N°12,,18.00,,,,,official-2026
SAPN,TROARN N°31,"PONT L'EVÊQUE, DEAUVILLE (A132)",,4.20,,,,,official-2026
SAPN,YVETOT / A150,BEAUTOT / A151,,1.40,,,,,official-2026
SAPN,YVETOT / A150,BOLBEC N°7,,3.50,,,,,official-2026
SAPN,YVETOT / A150,FECAMP N°8,,1.90,,,,,official-2026
SAPN,YVETOT / A150,LE HAVRE N°5 / A131,,5.70,,,,,official-2026
SAPN,YVETOT / A150,ST-ROMAIN-DE-COLBOSC N°6 A29 NORD,,3.70,,,,,official-2026
SAPN,YVETOT / A150,ST-SAËNS N°10 / A28,,3.10,,,,,official-2026
